TIC,split,sector,camera,ccd,detector_x,detector_y,physics_nll,instrument_nll,physics_percentile,instrument_percentile,physics_rank,instrument_rank,physics_rank_all,instrument_rank_all,classification,physics_umap_1,physics_umap_2,instrument_umap_1,instrument_umap_2
724112617,train,1,4,2,1978.601495948366,2.6759134522234547,152.06207,197.98636,0.085,0.505,,,924,460,typical,-0.14613259,7.047797,0.99685067,8.782008
392013461,train,1,4,2,1964.8863664266992,10.199942458691876,163.85988,194.98499,0.14625,0.4825,,,864,480,typical,-0.5652949,7.550029,0.9562713,8.783615
261139874,train,1,4,2,1956.1886165665092,3.004491299865916,154.87502,194.49065,0.0975,0.48,,,911,482,typical,0.39398986,6.663139,1.0830064,8.78935
261139855,train,1,4,2,1946.9912604838196,8.848389197811434,161.21704,190.62373,0.1275,0.46125,,,883,500,typical,-0.47762248,7.4520364,7.032382,7.5235662
392013449,train,1,4,2,1964.5503947263308,21.871988899361348,186.46251,238.25766,0.30125,0.70125,,,721,274,typical,-0.34576917,10.176608,0.084360026,8.837928
392013441,train,1,4,2,1959.2754955861656,20.8667523849847,176.66411,251.45348,0.235,0.75125,,,785,229,typical,-0.37864202,10.18602,-0.08255771,8.907725
392013431,train,1,4,2,1956.126950957203,25.20221492335369,220.70741,251.82697,0.5175,0.755,,,504,226,typical,-0.37849522,10.181944,-0.12277402,8.822756
392013427,train,1,4,2,1955.1779818706295,26.606300944869073,180.90318,251.03847,0.26375,0.7475,,,753,233,typical,-0.41581792,10.248252,-0.047719963,8.956784
261139844,train,1,4,2,1942.9054527184724,14.974279132084904,210.96846,186.01123,0.45375,0.4375,,,571,526,typical,1.3781279,8.179791,6.9194727,7.497531
261139831,train,1,4,2,1940.4422723948496,25.240857568719573,222.20009,196.10867,0.52375,0.495,,,499,469,typical,3.2915509,9.796557,1.4598715,6.4119797
261139824,train,1,4,2,1933.5935584005,21.352838976970386,290.34595,224.23848,0.83875,0.655,,,186,324,typical,3.1001713,9.670401,1.4993565,6.4015613
261139852,train,1,4,2,1943.967777812517,6.03371000646123,180.57292,208.10138,0.26,0.56625,,,758,405,typical,0.9189036,7.326708,7.0135016,7.5334134
261137462,train,1,4,2,1940.9275016606512,7.510249510974608,210.87392,200.40273,0.4525,0.5175,,,572,448,typical,1.1082666,7.6240144,6.9845567,7.5441775
261137451,train,1,4,2,1935.860989623279,9.424476518129149,206.74802,203.16191,0.42875,0.53375,,,595,434,typical,1.0963053,7.647005,7.0597672,7.5050087
261137431,train,1,4,2,1923.9825746121685,20.391379233473092,219.04314,202.8718,0.50875,0.53125,,,512,436,typical,3.3335137,9.835762,1.4279969,6.371134
261137418,train,1,4,2,1912.6493625206808,17.06944369165813,244.52577,110.746185,0.65875,0.14125,,,363,828,typical,2.7762754,10.060965,1.7231656,6.439128
261108847,train,1,4,2,1904.6490150888071,14.948142385970176,262.60538,146.18066,0.74375,0.2775,,,282,689,typical,2.2941527,9.398898,5.994618,6.867413
261108834,train,1,4,2,1900.919340609567,17.28606471589839,261.6392,136.04616,0.73375,0.2375,,,291,734,typical,5.693619,6.264695,5.7054334,6.689868
392013419,train,1,4,2,1954.026733817386,33.49280022542206,182.899,171.47562,0.28,0.39125,,,739,575,typical,-0.6256126,10.454615,-0.16883507,7.9035234
392025941,train,1,4,2,1945.66603805664,41.71945792533499,324.5379,234.99808,0.905,0.69125,,,107,286,typical,5.068168,9.658388,1.2121421,6.3052106
392013394,train,1,4,2,1940.078427518144,40.06384265141891,389.68076,253.95244,0.955,0.76625,,,43,215,physics,6.2326903,8.596833,1.2784057,6.3290744
392013395,train,1,4,2,1935.6149502518497,33.077693637970384,231.77258,415.1012,0.5775,0.95625,,,445,37,instrument,5.9069242,8.861451,1.2034305,6.2375107
261139779,train,1,4,2,1919.5604758671336,39.52131789774069,204.64322,409.57736,0.415,0.95375,,,611,39,instrument,7.478304,7.875507,-1.3975267,3.4431114
261139776,train,1,4,2,1919.7234697504475,40.56999783386338,187.37852,399.42834,0.30625,0.945,,,717,46,typical,7.5562596,7.78242,-1.4000871,3.3771877
392013375,train,1,4,2,1927.6059439726444,49.257619481293325,164.3836,213.41019,0.15125,0.6,,,859,376,typical,7.865702,7.4763355,-1.255984,3.1226585
392025903,train,1,4,2,1927.4150516175291,57.789635135666586,137.36603,243.25072,0.035,0.715,,,968,261,typical,8.3413725,7.2133646,-1.1800001,2.9628942
392013362,train,1,4,2,1922.3589492200508,55.8998369179375,136.23991,247.81198,0.03,0.73125,,,973,247,typical,8.270519,7.295784,-1.1674409,2.944428
392013373,train,1,4,2,1924.904442248975,47.05879573368319,185.90408,341.98682,0.2975,0.91375,,,724,73,typical,7.6527424,7.7639375,-1.3749126,3.3454483
261139771,train,1,4,2,1915.1458075221217,41.75200649170892,185.21635,395.27805,0.2875,0.94375,,,733,47,typical,7.591827,7.8030615,-1.404987,3.3329365
261139755,train,1,4,2,1906.0699927255991,50.6119189196802,139.36615,213.50052,0.04125,0.60125,,,962,375,typical,8.279421,7.124528,-0.36582714,2.5987973
261137417,train,1,4,2,1917.2139716458469,27.834471184157625,269.7401,203.73419,0.7675,0.53625,,,258,430,typical,5.5968966,9.012375,1.283335,6.3130417
261139788,train,1,4,2,1916.550423404456,28.70259992086988,244.00456,225.08409,0.6525,0.6575,,,368,322,typical,5.7283883,9.06993,1.2469697,6.2538633
261137412,train,1,4,2,1913.7271892312576,26.01422770674657,343.7715,172.01968,0.92625,0.39375,,,80,573,typical,5.5328164,9.184267,1.3299282,6.2876787
261137407,train,1,4,2,1911.2574671396071,29.34613932986136,222.97371,280.32825,0.52625,0.835,,,497,146,typical,7.160016,7.147976,1.2854286,6.278161
261137408,train,1,4,2,1911.7909143611569,28.909716180338993,272.35266,329.26385,0.785,0.90625,,,240,80,typical,5.6768713,6.1941414,1.2520761,6.3103557
261108823,train,1,4,2,1898.0803392476687,24.522080356714294,278.15915,213.14386,0.795,0.5975,,,226,378,typical,6.2784495,8.629144,1.1972761,6.306104
261137398,train,1,4,2,1901.9372197819928,24.025647120000777,293.30994,191.65668,0.84375,0.4675,,,180,493,typical,6.2056193,8.7219095,1.3070084,6.3111463
261137386,train,1,4,2,1901.451400774171,36.48050745603747,167.56734,240.95488,0.17375,0.70875,,,841,267,typical,7.7891445,7.6821237,-1.2438605,3.152873
261139752,train,1,4,2,1902.8777316419653,47.29366902130818,141.15552,221.56505,0.04875,0.64125,,,956,338,typical,8.259743,7.0644765,-0.45908678,2.6123562
261137366,train,1,4,2,1892.4061350194568,39.263668061486094,175.92761,184.84094,0.22625,0.4325,,,792,531,typical,8.12601,7.552964,-0.8216507,2.8988001
261137368,train,1,4,2,1891.880603172786,38.082842333729374,197.20418,188.09067,0.3625,0.45,,,661,514,typical,7.583625,7.0094266,-1.0505933,2.8335452
261137370,train,1,4,2,1892.6395818970952,37.94334727218164,172.32022,192.43336,0.2075,0.47,,,809,490,typical,7.7315736,7.148783,-1.1374226,2.9688566
261137362,train,1,4,2,1889.075512913647,38.76944669869689,243.02455,195.86871,0.645,0.4925,,,375,471,typical,6.608332,5.92951,-0.945872,2.8313587
261137359,train,1,4,2,1888.1375752482604,39.86767577367229,227.73564,201.001,0.5575,0.52125,,,466,445,typical,5.92149,8.925322,-0.72513026,2.842883
261108794,train,1,4,2,1884.3634632344924,35.87489904990137,146.4107,153.95721,0.0625,0.3125,,,943,650,typical,8.163924,7.0477767,-0.9422335,2.7818656
724114390,train,1,4,2,1881.2561484251933,38.039138655628776,154.09923,166.98587,0.09375,0.37625,,,915,590,typical,8.122681,6.956555,-0.66577613,2.7091217
261137348,train,1,4,2,1880.7566663530515,40.12874764407875,151.32935,201.89268,0.0825,0.5275,,,926,440,typical,8.226103,6.939886,-0.20190908,2.8479931
261108852,train,1,4,2,1903.3646182375237,8.37920440975942,255.26904,258.84973,0.705,0.7825,,,317,196,typical,1.3677787,7.8471675,6.208858,6.991744
261106493,train,1,4,2,1895.3677193669776,8.164432795383874,234.66078,289.74335,0.5975,0.855,,,424,129,typical,1.560129,8.00418,6.268109,7.024962
261108835,train,1,4,2,1896.9735083729895,11.84542829151806,223.29709,163.30261,0.53,0.35625,,,494,609,typical,1.5401268,7.9611855,6.0347013,6.8410063
261108829,train,1,4,2,1895.624787352747,16.973580597259968,324.48,117.68324,0.90375,0.1675,,,108,802,typical,4.886091,9.760516,5.9188795,6.77583
261106488,train,1,4,2,1890.6476836650704,9.785633726171708,197.55042,240.46939,0.36375,0.70625,,,660,270,typical,1.4058782,7.9244537,6.073846,6.9214425
261108819,train,1,4,2,1888.7026558427867,14.869303991166513,201.15555,93.87271,0.39125,0.08125,,,635,891,typical,1.9828529,9.662252,5.7078695,6.704138
261091836,train,1,4,2,1874.864476558229,4.79014654556069,249.07948,269.16296,0.67875,0.8125,,,344,166,typical,1.629715,8.148851,5.928486,6.6756635
261091833,train,1,4,2,1874.9158635630824,6.118372043768703,220.43695,210.06152,0.51375,0.5825,,,507,390,typical,1.9071224,8.836217,5.8768663,6.596127
261091817,train,1,4,2,1860.7963607830409,4.325164630687761,222.92488,354.14325,0.525,0.92125,,,498,66,typical,2.1518118,9.428399,5.8649664,6.2754087
261091813,train,1,4,2,1858.371639371579,4.267024344168831,230.74394,361.4837,0.5725,0.9275,,,449,61,typical,2.180221,9.849948,5.854427,6.285445
261108817,train,1,4,2,1891.870048346423,21.130501274552167,249.88892,164.79584,0.6825,0.36625,,,341,601,typical,6.3711376,6.47107,1.2656847,6.301619
261108811,train,1,4,2,1891.2261663333013,23.677298826909254,236.90082,123.89136,0.61625,0.1825,,,406,784,typical,5.6933775,9.196776,1.2077768,6.2330046
261108798,train,1,4,2,1882.9679662849856,30.128784071680524,179.96838,233.79547,0.2575,0.685,,,760,292,typical,8.727762,7.253985,-1.167907,2.936414
261106468,train,1,4,2,1877.5014993731745,17.473483009081026,243.10869,103.70008,0.64625,0.11625,,,373,856,typical,5.528583,9.734912,5.6761684,6.6449213
261106467,train,1,4,2,1878.789114177214,19.76083110188395,223.24068,82.345215,0.52875,0.0575,,,495,925,typical,5.4435077,9.35066,-1.0282779,2.819912
261108795,train,1,4,2,1881.6913823352072,31.794135805286288,247.64825,235.63527,0.67,0.695,,,352,282,typical,5.681661,9.156885,-0.94367933,2.798272
261108788,train,1,4,2,1879.227612956027,31.773677238429315,145.6167,193.31053,0.05625,0.4725,,,948,488,typical,8.158328,7.2009206,-0.89774406,2.7724752
261108785,train,1,4,2,1874.3129494298096,28.517111473747978,170.73787,177.00224,0.19875,0.41125,,,817,553,typical,7.9099884,7.653293,-0.9841404,2.6782684
261108766,train,1,4,2,1867.3478509922625,33.531758668101205,166.70158,138.11667,0.16625,0.2425,,,847,728,typical,8.125195,6.6891656,-0.27471873,2.9288971
261108773,train,1,4,2,1874.142087123972,37.50020741734726,167.05566,243.65158,0.1675,0.7175,,,846,259,typical,8.105134,6.671737,-0.13298173,2.9081964
261108768,train,1,4,2,1872.572433458672,39.64806823763801,178.01936,251.5737,0.2425,0.7525,,,778,228,typical,8.2611685,6.51563,-0.12258949,2.9478817
261108758,train,1,4,2,1867.918537208641,41.99537778768816,197.08907,235.50906,0.36,0.69375,,,663,283,typical,7.0344963,5.8849998,0.5380868,3.4499443
261106445,train,1,4,2,1864.7229560231635,25.97837545418591,235.98709,123.14903,0.605,0.18,,,417,787,typical,5.3527083,9.273613,-0.47666916,2.9979894
261106431,train,1,4,2,1860.7754766747385,35.16678460406549,203.7807,281.57452,0.40875,0.8375,,,617,144,typical,6.895937,6.00825,7.0714917,3.071322
261106427,train,1,4,2,1857.375447715466,33.319659626366125,199.18689,200.764,0.37625,0.51875,,,649,447,typical,6.875198,5.9457173,7.026697,3.110382
261106422,train,1,4,2,1857.245286873784,39.09504259559163,247.49576,329.4907,0.66875,0.9075,,,353,79,typical,4.9411263,5.3083344,7.0703425,3.168837
261106413,train,1,4,2,1848.567113344364,32.785001986021896,225.19044,97.850464,0.54,0.095,,,484,877,typical,1.2015696,5.280364,7.3302307,3.3835077
261106407,train,1,4,2,1848.4774049951004,36.743239737967755,269.8417,195.10036,0.76875,0.485,,,257,478,typical,2.2324243,10.72619,7.2574162,3.233326
261091797,train,1,4,2,1854.4820727251351,18.249695425037483,278.41275,188.61159,0.7975,0.4525,,,224,512,typical,2.5259058,8.545503,5.9415116,6.153152
261091804,train,1,4,2,1855.3266202973705,15.446726201997729,303.32144,304.92365,0.86625,0.88,,,154,105,typical,2.5378034,8.574556,5.9548326,6.21834
261091806,train,1,4,2,1852.1927346053303,10.354301039007144,250.83308,330.5941,0.68625,0.91,,,337,76,typical,2.5600095,8.537923,5.9281588,6.2634954
261089363,train,1,4,2,1842.8674301910391,7.817369469922836,248.82344,294.38858,0.67625,0.86375,,,346,121,typical,2.539539,8.549453,5.8880887,6.2183313
261089345,train,1,4,2,1837.0306495219536,14.32817927378732,204.55066,159.65842,0.41375,0.34,,,612,625,typical,2.506661,8.465647,8.097153,4.3711777
261091780,train,1,4,2,1847.64355303628,26.31361442220378,209.67384,96.88184,0.4475,0.0875,,,578,883,typical,4.535597,3.7938485,8.033895,4.3402143
261091782,train,1,4,2,1845.564318138563,20.541317225052527,267.52194,128.05252,0.76,0.20875,,,267,762,typical,2.4513216,10.712496,8.019638,4.4151945
261091778,train,1,4,2,1842.5991756059827,20.674509231863393,191.06845,132.05698,0.32375,0.2225,,,696,747,typical,5.408241,9.232921,8.153675,4.290776
261091769,train,1,4,2,1839.5422215760536,25.599749175258506,211.59325,93.61519,0.46125,0.08,,,562,892,typical,1.0961014,5.258949,8.24596,4.2650566
261106417,train,1,4,2,1847.31755513515,29.04085986689913,198.23436,74.39538,0.37,0.0425,,,655,947,typical,2.602782,10.678536,8.192645,3.779052
261106402,train,1,4,2,1844.3484986950496,35.12415017992648,221.49742,121.045204,0.5225,0.17375,,,500,795,typical,2.9902902,3.790086,8.326005,4.1492667
261091757,train,1,4,2,1837.3407573451384,30.363656776084213,147.95058,143.86436,0.0675,0.26625,,,938,700,typical,0.9622742,5.2431726,8.325085,4.2418885
261091751,train,1,4,2,1836.244125414387,33.7993249929591,240.73418,108.26376,0.63625,0.13375,,,387,835,typical,1.1021067,5.298297,8.757784,4.1897216
261091750,train,1,4,2,1833.8848595742593,30.785530712613216,153.43858,135.62978,0.09,0.2325,,,918,738,typical,0.9938116,4.9011955,8.299983,4.197932
261091764,train,1,4,2,1834.332011563269,20.876335721811955,213.76993,130.5791,0.4675,0.2175,,,553,753,typical,1.0893887,5.284034,8.216661,4.2836323
261091755,train,1,4,2,1831.3515442756257,23.90589893007275,178.6167,162.30443,0.2475,0.35125,,,774,614,typical,1.0423678,5.302438,8.3162565,4.1804647
261091749,train,1,4,2,1830.242437385862,26.200884583722903,194.4034,149.76416,0.345,0.29375,,,676,668,typical,0.7110245,5.933557,8.269258,4.2457356
261091743,train,1,4,2,1828.1345252109024,29.50241448464009,233.53632,129.6943,0.58875,0.2125,,,433,759,typical,2.6124897,10.674003,8.41685,4.181807
261091738,train,1,4,2,1825.7688393227556,30.389571058658248,264.18713,104.21243,0.74875,0.12,,,277,853,typical,1.3241391,10.147258,8.422717,4.2393126
261089365,train,1,4,2,1840.6870699695496,3.002954721338078,227.60849,288.0488,0.55625,0.85125,,,467,132,typical,2.4618466,8.57558,5.8581867,6.1887813
261089338,train,1,4,2,1832.447930946091,10.49885706273553,259.9873,132.45221,0.72625,0.22625,,,297,744,typical,2.510696,10.796742,8.080566,4.3903546
261089339,train,1,4,2,1832.836283563857,10.491400956098772,255.37784,132.11348,0.70625,0.22375,,,316,746,typical,2.5456688,10.75615,8.10591,4.3887744
261063083,train,1,4,2,1807.5309627516292,12.699307650648192,230.84976,269.87097,0.57375,0.815,,,448,164,typical,4.732978,5.713712,6.666354,2.9113386
261063077,train,1,4,2,1803.8436414267744,14.978438934683858,309.3058,152.67455,0.87875,0.3075,,,139,654,typical,5.4509172,5.838845,6.702867,2.9065266
261063078,train,1,4,2,1804.797101810665,16.273860814071107,204.1772,158.86237,0.41125,0.33625,,,615,628,typical,5.8513217,7.340207,6.685788,2.9354086
261063072,train,1,4,2,1800.5211903408197,14.734298755951118,186.14236,109.193146,0.29875,0.1375,,,723,831,typical,5.8241215,7.2003703,6.619498,2.928193
261063069,train,1,4,2,1797.153223943723,12.596532678924849,199.91528,154.72571,0.3825,0.31625,,,644,647,typical,9.198918,4.252037,6.597309,2.9093635
261063070,train,1,4,2,1802.232743806992,19.01579464929664,257.2196,166.78688,0.7175,0.37375,,,307,592,typical,2.5112433,10.453321,6.6523213,2.8732374
261063057,train,1,4,2,1798.029808938324,21.809581038451338,208.77576,160.6531,0.44125,0.3475,,,583,619,typical,9.135679,4.340173,6.658552,2.9057474
261063062,train,1,4,2,1794.4831113159958,14.345056143826874,215.68678,141.68027,0.47875,0.25875,,,541,709,typical,9.295957,4.1064415,2.2836785,3.547967
261060787,train,1,4,2,1793.8542956850742,4.584888951381512,189.52835,179.90138,0.31625,0.41875,,,703,545,typical,9.279956,4.17337,2.6345522,3.8555055
261060768,train,1,4,2,1789.0946365757704,16.274897606411734,197.17378,191.1755,0.36125,0.46625,,,662,494,typical,9.162491,4.2944684,2.5465193,3.743023
261060763,train,1,4,2,1785.0322263624969,13.562701109079194,192.47046,255.9461,0.33125,0.775,,,688,206,typical,9.125777,4.342498,2.5782208,3.7519536
392011090,train,1,4,2,1779.2068301351462,2.5833395180971803,173.14359,251.65225,0.20875,0.75375,,,807,227,typical,9.299223,4.127036,2.5819395,3.7508388
261060765,train,1,4,2,1780.3647245027637,6.337269121969252,189.4936,250.85068,0.315,0.74625,,,704,234,typical,9.179749,4.2701607,2.6390502,3.8114803
392011088,train,1,4,2,1780.6726922501327,4.956749535847114,192.87335,249.86284,0.335,0.74,,,685,240,typical,9.23974,4.2191076,2.5950024,3.7717853
392011072,train,1,4,2,1772.642654907218,3.5340491888073244,182.57317,258.10352,0.27625,0.78125,,,742,198,typical,9.29709,4.1429753,2.589412,3.7470036
392011068,train,1,4,2,1769.099998484193,3.242509202460727,176.97641,215.79327,0.23625,0.6075,,,784,369,typical,9.232597,4.2340446,2.6034958,3.7740355
261260136,train,1,4,2,2041.6687283926249,89.40389857913118,195.04955,257.03592,0.34875,0.7775,,,672,202,typical,-2.0464914,9.545249,-2.7651258,7.2235484
261260133,train,1,4,2,2042.7917586369244,92.38058255721764,169.20158,267.54538,0.1875,0.805,,,829,173,typical,-2.0248654,9.577432,-2.7670908,7.2332907
261260127,train,1,4,2,2036.1442433007176,90.64294682637616,250.58305,250.64807,0.685,0.74375,,,338,236,typical,-2.2230992,9.845199,-2.830679,7.2704506
261257472,train,1,4,2,2027.503878505075,95.31221478758026,250.42793,210.01901,0.68375,0.58,,,339,392,typical,-2.700165,9.93501,-2.7870805,6.7851777
261257483,train,1,4,2,2030.3920752403496,87.48176321992412,307.80292,285.05603,0.87625,0.84375,,,141,139,typical,-2.6375744,9.994356,-2.7438834,7.2150598
261257461,train,1,4,2,2018.724742581235,93.92163322120268,174.16516,169.66182,0.21625,0.38375,,,800,582,typical,-1.2600821,9.9383,-2.688612,6.6589065
261257460,train,1,4,2,2016.4816382692288,91.8133984409472,153.75002,148.08173,0.09125,0.28625,,,917,677,typical,-1.2494738,9.990619,-2.6732805,6.597074
261239014,train,1,4,2,2011.2013364654,89.6612583668632,384.91193,166.68973,0.95125,0.3725,,,48,593,physics,-2.6910722,10.009875,-2.717921,6.941144
261260112,train,1,4,2,2033.4637767377528,100.18562723734092,240.06865,192.26497,0.62875,0.46875,,,393,491,typical,-2.6930606,10.0333,-2.7932603,6.956715
261260099,train,1,4,2,2024.7025815603588,105.245683993616,217.84944,228.62712,0.49875,0.67,,,523,309,typical,-2.8864892,10.132224,-2.6761034,6.522937
261260090,train,1,4,2,2019.3825646815137,108.68701082735676,237.52487,152.76639,0.6175,0.30875,,,404,653,typical,-2.853986,10.134298,-2.6972804,6.5240207
261257441,train,1,4,2,2015.276842139256,105.774245567927,284.08917,129.69827,0.8175,0.21375,,,204,758,typical,-2.5558937,10.070666,-2.7282755,6.535451
261257446,train,1,4,2,2012.7441317957744,100.06863936702334,163.62967,174.27063,0.145,0.4,,,865,565,typical,-1.8808539,9.389232,-2.6703906,6.5456333
261239005,train,1,4,2,2007.080276169068,93.3793270661636,274.61343,203.8557,0.79,0.53875,,,234,428,typical,7.4698586,5.7612996,-2.0698671,5.8915806
261257438,train,1,4,2,2006.4468426776907,99.3268273232438,351.6077,228.2057,0.93625,0.66625,,,70,312,typical,7.6280894,5.6284475,-2.0149834,5.8605647
261238984,train,1,4,2,2001.8494470596052,98.54695781890848,306.33386,306.53717,0.8725,0.88375,,,145,102,typical,7.7806997,5.5322137,0.019511867,4.216141
261239029,train,1,4,2,2017.527949955876,80.94054841581385,168.57616,198.69557,0.18125,0.51,,,834,455,typical,-0.20635821,9.968164,-2.5175803,7.995593
261239002,train,1,4,2,1999.8140342563693,86.56675661609842,323.52478,255.40192,0.9,0.77375,,,112,207,typical,7.524705,5.747976,-2.006577,5.8239894
261236353,train,1,4,2,2003.4129529764368,76.25579986115719,239.2584,293.1381,0.6225,0.85875,,,398,125,typical,-2.1281002,10.080639,-2.2940495,6.2417693
261236340,train,1,4,2,1997.086936147323,81.08628790029422,230.32242,293.4601,0.57125,0.86,,,451,124,typical,7.1578856,6.2154694,-2.022892,5.8905087
261236332,train,1,4,2,1987.3804848258433,79.46323541168826,282.6896,361.3042,0.815,0.925,,,206,63,typical,5.233748,9.115412,-0.8562534,4.0944614
261236338,train,1,4,2,1994.076153784166,82.9188922772071,200.20172,266.46573,0.38375,0.80125,,,643,177,typical,7.1862755,6.329632,-1.9590846,5.7798347
261238979,train,1,4,2,1998.25503763904,95.85763592504054,218.16087,407.9455,0.50125,0.95125,,,520,41,instrument,7.3828583,6.0296664,-0.10046644,4.2369776
261238972,train,1,4,2,1993.2829634351535,96.9573972192575,200.76126,297.55746,0.38625,0.8675,,,640,117,typical,7.288499,6.210024,-0.14019117,3.914172
261238955,train,1,4,2,1984.2815509592904,99.61015578848274,198.52577,278.63486,0.3725,0.83375,,,652,148,typical,7.4688587,6.1677346,-0.10507564,3.7935135
261236319,train,1,4,2,1989.5598569741032,89.8062009037576,178.2203,293.46384,0.24375,0.86125,,,777,123,typical,7.2446485,6.207929,-0.45675987,3.9678502
261236314,train,1,4,2,1988.392296035503,92.4068994347164,192.52545,317.97012,0.33375,0.89625,,,686,89,typical,7.2630844,6.206837,-0.27827123,3.8735557
261236308,train,1,4,2,1982.3272741492117,92.80083496615768,201.30386,259.25345,0.39375,0.785,,,633,194,typical,7.4250627,6.2047267,-0.25555268,3.8287215
261236307,train,1,4,2,1985.28079713735,96.1570593213312,191.3873,299.0392,0.325,0.8725,,,695,113,typical,7.3203263,6.22907,-0.24486434,3.9031456
261260089,train,1,4,2,2020.5142049184085,110.24576657845768,207.65074,126.412415,0.43375,0.20125,,,590,769,typical,-2.9449074,10.204709,-2.7081034,6.5710483
261257433,train,1,4,2,2012.1978376807765,108.95640962178489,248.89473,97.721504,0.6775,0.0925,,,345,879,typical,0.9707792,10.206208,-2.7400339,6.4573326
261260071,train,1,4,2,2016.0842880874773,118.77206521879792,170.13097,81.58984,0.19375,0.05625,,,821,927,typical,-0.43458465,7.299881,-2.7853298,6.501089
261260066,train,1,4,2,2009.482701116928,118.16557832758812,146.54866,97.74838,0.06375,0.09375,,,942,878,typical,0.09447044,6.455379,0.7037485,3.9404097
261257426,train,1,4,2,2001.5066523276405,110.07676320226166,272.1445,212.53195,0.7825,0.59375,,,242,381,typical,7.8051996,5.639275,0.13549057,4.266164
261257423,train,1,4,2,2003.0954543921432,113.9759261081778,257.07578,117.07124,0.71375,0.165,,,310,804,typical,7.972769,5.5965223,0.26483035,4.1288805
261260059,train,1,4,2,2008.7654237383465,124.58293929338068,183.39517,115.10859,0.2825,0.15625,,,737,812,typical,-0.19784155,6.913813,0.92311835,3.7355072
261260056,train,1,4,2,2006.6070086788984,123.9499223425182,253.73746,83.32329,0.69375,0.0625,,,327,920,typical,7.9442806,5.6058083,0.9738868,3.679975
261260047,train,1,4,2,2001.0207092173637,123.35757316894532,217.08401,118.47827,0.49125,0.16875,,,529,801,typical,8.088469,5.89881,1.0032144,3.6165478
261260034,train,1,4,2,2002.6211606953923,131.9572664517584,216.0183,172.99051,0.48375,0.3975,,,537,569,typical,8.419175,5.7322264,1.073927,3.506172
261257397,train,1,4,2,1992.2451547626808,129.5756803545153,248.1139,218.12756,0.6725,0.61625,,,350,360,typical,8.450203,5.3749475,1.1569964,3.3538127
261257380,train,1,4,2,1980.8438275898748,128.4818676205894,223.66904,258.89413,0.53125,0.78375,,,493,195,typical,8.856824,5.2369847,1.3281562,3.113135
261238927,train,1,4,2,1976.263221479792,111.33226013770992,191.56888,251.05745,0.3275,0.74875,,,693,232,typical,8.597261,5.8380647,1.1492789,3.0516057
261236275,train,1,4,2,1968.4028725753408,101.6748708514316,173.82434,184.49777,0.215,0.42875,,,802,535,typical,8.812816,6.473412,1.0185008,2.9288898
261238900,train,1,4,2,1966.651757072878,122.79546349852238,174.87057,231.25543,0.22,0.675,,,797,303,typical,10.740617,4.806927,1.9831177,2.2087438
261238884,train,1,4,2,1955.4037464489024,127.11795925291368,281.83093,584.672,0.8125,0.9925,,,208,7,instrument,4.5302887,4.9013658,2.6241226,0.9523759
261238888,train,1,4,2,1958.798609543271,126.68049087774304,262.30994,353.32516,0.7425,0.92,,,283,67,typical,11.467078,5.0015535,2.6420486,0.9429078
261236249,train,1,4,2,1957.1080512401409,114.89816575405692,186.2602,234.89008,0.3,0.69,,,722,287,typical,10.784455,4.8168254,2.0462441,2.0181231
261236228,train,1,4,2,1945.4154411699433,117.43366900363102,285.347,302.4226,0.82375,0.87875,,,199,106,typical,7.2455897,5.2902484,3.5122843,2.799153
261206741,train,1,4,2,1989.336628623151,73.8782725382722,239.72885,346.42212,0.625,0.91625,,,396,70,typical,7.0858555,6.23965,-1.845147,5.6200895
261206724,train,1,4,2,1978.1714805261277,73.57993716007388,182.706,321.82687,0.27875,0.8975,,,740,87,typical,8.269709,7.5332417,-0.8014253,3.9978797
261206722,train,1,4,2,1975.9632674028855,72.51787067050869,187.0901,300.85327,0.30375,0.87625,,,719,109,typical,7.935101,7.2481766,-0.8135332,4.013755
261206711,train,1,4,2,1972.674111138405,76.68883243156773,195.61914,261.90918,0.35375,0.79,,,668,188,typical,7.351395,6.370373,-0.86988884,3.8556433
261206715,train,1,4,2,1979.1869232380548,79.93823064593829,185.25758,300.1274,0.28875,0.87375,,,732,111,typical,7.2503057,6.363378,-0.7906029,3.9455326
261206703,train,1,4,2,1973.931321325262,81.17263920243117,174.40948,285.03442,0.2175,0.8425,,,799,140,typical,8.329288,7.4949083,-0.55546516,3.9150572
261206695,train,1,4,2,1967.694608526052,81.50247696330906,176.49571,250.48897,0.23375,0.74125,,,786,239,typical,8.510502,6.996595,-0.5586303,3.2085629
261206687,train,1,4,2,1962.457667652999,82.63765245773128,167.99268,219.81992,0.1775,0.6325,,,837,345,typical,8.739807,7.2058854,-0.20359953,2.7298987
261204276,train,1,4,2,1969.1428789623617,73.51280797625225,159.55144,203.74477,0.11375,0.5375,,,894,429,typical,8.405631,7.509107,-0.8566565,3.7348459
261204264,train,1,4,2,1962.754416062924,77.4860252860769,166.56673,209.34084,0.16375,0.5725,,,849,398,typical,8.157358,6.9424834,-0.43107998,2.7546785
261206684,train,1,4,2,1966.2827940616764,88.7229180894638,164.72801,225.42921,0.1525,0.66,,,858,320,typical,7.9376583,6.760818,0.35765186,2.884808
261206665,train,1,4,2,1961.712047001424,96.92366912968328,209.621,204.0737,0.44625,0.5425,,,579,425,typical,8.748732,5.675041,1.02664,2.8817441
