epoch,train_total,train_reconstruction,train_sector_consistency,val_total,val_reconstruction,val_sector_consistency,val_visible_reconstruction,seconds,wall_minutes
0,0.26743338257074356,0.2664200559258461,0.020266534574329854,0.18257780015468597,0.18175046205520629,0.016546751260757445,0.1823922163248062,143.33,2.39
1,0.16859026052057743,0.16783007703721523,0.01520366633310914,0.1531614851951599,0.15221165597438813,0.018996593356132508,0.15762996464967727,139.01,4.71
2,0.13617422066628934,0.13532486014068126,0.01698721036314964,0.15035255908966064,0.1494000768661499,0.019049596786499024,0.147141173183918,146.74,7.16
3,0.12652827776968478,0.12570347592234613,0.016496047247201204,0.14329389303922654,0.14245932668447495,0.01669136345386505,0.13890160560607911,126.72,9.27
4,0.11271376706659794,0.11183582678437233,0.017558801919221878,0.13230733692646027,0.1314864555001259,0.016417592763900757,0.1314112064242363,121.49,11.3
5,0.1018732788413763,0.10085255436599255,0.020414484906941654,0.12377181977033615,0.12267550379037857,0.02192633390426636,0.12563994586467742,119.04,13.29
6,0.08458981838077306,0.08356199461966753,0.020556484628468753,0.12344486325979233,0.12245928913354874,0.019711528420448304,0.12160958349704742,117.33,15.24
7,0.0766957838833332,0.07573972932994366,0.019121098797768354,0.11970780998468399,0.11872630566358566,0.019630032777786254,0.11736043125391006,120.05,17.25
