TIC,split,sector,camera,ccd,detector_x,detector_y,valid_cadences,physics_umap_1,physics_umap_2,instrument_umap_1,instrument_umap_2
261204380,train,1,4,2,2005.2376831164488,40.873925143521205,960,0.16456455,7.586079,-0.4127656,8.627088
261204371,train,1,4,2,2003.5134989287137,42.897049144851216,960,0.76447356,9.049726,-0.52842045,8.536932
261204401,train,1,4,2,2013.7843708481882,31.655538569218546,960,7.803429,5.585813,0.20978117,4.4546847
261204394,train,1,4,2,2008.3628590616252,30.611757968487993,960,7.8628645,5.372752,0.17608024,4.5411267
261204375,train,1,4,2,1997.3752961044538,34.02861221828529,960,1.1219397,9.611391,-0.3056837,8.653824
261204363,train,1,4,2,1997.0986418078348,40.589756738884105,960,-1.0403124,10.020917,-0.18564144,8.770446
261204367,train,1,4,2,1998.1883912248004,40.250678261710945,960,-1.0917991,10.01361,-0.24436189,8.698315
261156502,train,1,4,2,1989.3328735538091,38.57016705893555,960,-0.4688385,10.225322,-0.43749824,8.404397
261156546,train,1,4,2,2007.1143425823843,19.653132372817325,960,2.4124167,10.735314,0.39227086,8.491657
261156544,train,1,4,2,2006.1931466071971,20.467036213291326,960,0.72457504,10.06458,0.34709263,8.459509
261156541,train,1,4,2,2001.079396048286,17.607751940344688,960,-0.89192,8.808008,0.2578049,8.786794
261156539,train,1,4,2,2003.0668736706825,22.59823973917722,960,-0.6506,9.834244,0.32369614,8.513996
261156529,train,1,4,2,1994.08402479347,21.62243461051004,960,-0.35334444,9.996963,0.18964888,8.729069
392026016,train,1,4,2,1986.042035796589,10.261441424312286,960,-0.48092464,7.4480996,0.97697455,8.789468
392026007,train,1,4,2,1987.1918046385913,21.356049991718116,960,4.5251036,5.9659295,0.25184944,8.834454
261156511,train,1,4,2,1985.3741639288753,26.681412927580066,960,-0.325305,10.086586,-0.1616021,8.785373
261156498,train,1,4,2,1979.4015431419693,30.021394650244304,960,-0.5082908,10.263501,-0.12013898,8.805202
261156482,train,1,4,2,1979.4323458609656,38.67049099835212,960,-0.6032159,10.384972,-0.4481022,8.327489
261156475,train,1,4,2,1974.2101437910364,36.69518714076975,960,-0.8214448,10.490741,-0.29345563,8.286619
392025997,train,1,4,2,1979.0057099339808,26.473842707752464,960,-0.43321472,10.145648,-0.07982912,8.844109
392025991,train,1,4,2,1977.6375030654744,29.623277115730893,960,-0.47346604,10.290375,-0.10784565,8.836229
392025988,train,1,4,2,1973.1162882094675,28.366898419464313,960,-0.49880236,10.24413,-0.032652576,8.862269
261206777,train,1,4,2,1998.3133383828215,52.09018867783208,960,-1.1374576,10.171656,-0.3323947,7.963093
261204347,train,1,4,2,1993.6876008699521,53.217362172343016,960,-0.97187656,10.35633,-0.287769,7.8461614
261204335,train,1,4,2,1984.3828540987258,46.99100860806996,960,-0.9176305,9.419123,-0.39323378,7.9415874
261204338,train,1,4,2,1987.7467600083974,49.85576223271786,960,-0.91264176,10.497882,-0.35613897,7.8042445
261204331,train,1,4,2,1983.2475038385037,49.48039268612683,960,1.8464164,10.424404,-0.39873543,7.9487457
261204330,train,1,4,2,1983.1562037135195,49.96842462620656,960,0.87487113,10.217212,-0.34369478,7.90651
261204324,train,1,4,2,1980.8257460080824,51.16013809295764,960,-0.79693496,10.5532255,-0.3912435,7.9105988
261206757,train,1,4,2,1993.4130326291738,62.73775984323131,960,-1.1788099,10.490379,-0.3277959,7.8135285
261206763,train,1,4,2,1993.6171515067138,58.750790729669674,960,-1.0604199,10.501021,-0.35516858,7.879621
261206756,train,1,4,2,1988.8972253311308,57.84517481116915,960,-1.203512,10.380257,-0.027825873,7.239724
261204294,train,1,4,2,1972.6880384259002,61.57225773383031,960,6.0000234,8.321033,0.09725393,6.820712
261204285,train,1,4,2,1966.3107964594708,64.98561754593622,960,0.015081519,7.884569,0.031690046,6.6467843
261156481,train,1,4,2,1981.2307121328085,41.77271954715563,960,0.8573775,10.29843,-0.5090358,8.355182
261156488,train,1,4,2,1983.0097580862544,40.87423030833125,960,-0.09271681,7.823606,-0.43755352,8.343245
261156480,train,1,4,2,1981.441582024369,42.03545076970815,960,-1.3296007,9.751572,-0.4995257,8.3028965
261156474,train,1,4,2,1978.6313057907475,43.88367895398368,960,-0.8893039,10.467684,-0.4721034,8.258051
261156464,train,1,4,2,1969.6824478476574,41.135632619848394,960,-0.9512375,10.55845,-0.256242,8.046141
261156447,train,1,4,2,1964.6241334013675,46.119272106975004,960,5.646376,7.747643,0.14158545,6.9067173
261156443,train,1,4,2,1964.384659396907,50.64919929246442,960,5.76885,8.853696,0.20996487,6.8815002
392025977,train,1,4,2,1969.1087431716703,37.240277699502855,960,-0.8019326,10.495989,-0.29170492,7.9983525
392025965,train,1,4,2,1955.7757863315826,38.056400971746015,960,5.5648837,7.7377872,0.03106744,7.2283835
392025962,train,1,4,2,1959.3832370706027,43.56137525697409,960,5.601198,7.786897,0.159634,6.9190726
392025956,train,1,4,2,1955.0737947453406,46.30072332706493,960,4.600331,5.922599,0.14573751,6.8603115
392025953,train,1,4,2,1954.2449370274535,47.427625895651914,960,-0.79377943,10.635213,0.18423639,6.8925176
261156446,train,1,4,2,1971.2295577895954,54.87590074299455,960,5.6929655,7.73912,0.108382694,6.774073
261156442,train,1,4,2,1967.5073335136121,54.32630478176343,960,5.7454042,7.687735,0.14411111,6.8551927
261156428,train,1,4,2,1964.2488850777484,60.26590458360913,960,6.175052,5.85335,0.09274747,6.744615
261204279,train,1,4,2,1962.5228659974805,63.694923870580055,960,2.6080441,10.8632555,0.032396864,6.669218
392025936,train,1,4,2,1949.5463861871826,49.75233858200831,960,5.903874,8.856121,0.19822502,6.8743443
392025916,train,1,4,2,1939.8553259307027,55.39172711726387,960,7.8213124,7.3873096,-1.3093644,3.2791207
724112617,train,1,4,2,1978.601495948366,2.6759134522234547,960,-0.14613259,7.047797,0.99685067,8.782008
392013461,train,1,4,2,1964.8863664266992,10.199942458691877,960,-0.5652949,7.550029,0.9562713,8.783615
261139874,train,1,4,2,1956.1886165665092,3.004491299865916,960,0.39398986,6.663139,1.0830064,8.78935
261139855,train,1,4,2,1946.9912604838196,8.848389197811434,960,-0.47762248,7.4520364,7.032382,7.5235662
392013449,train,1,4,2,1964.5503947263308,21.871988899361348,960,-0.34576917,10.176608,0.084360026,8.837928
392013441,train,1,4,2,1959.2754955861656,20.8667523849847,960,-0.37864202,10.18602,-0.08255771,8.907725
392013431,train,1,4,2,1956.126950957203,25.20221492335369,960,-0.37849522,10.181944,-0.12277402,8.822756
392013427,train,1,4,2,1955.1779818706295,26.606300944869073,960,-0.41581792,10.248252,-0.047719963,8.956784
261139844,train,1,4,2,1942.9054527184724,14.974279132084904,960,1.3781279,8.179791,6.9194727,7.497531
