row,TIC,split,sector,camera,ccd,detector_x,detector_y,moment_nll,moment_percentile,moment_anomaly,physics_nll,instrument_nll,physics_percentile,instrument_percentile,classification
172,261239106,train,1,4,2,2048.0041833495543,48.16689035478323,296.70755,0.4225,False,258.09018,160.27861,0.72375,0.345,typical
183,261260206,train,1,4,2,2067.950501943972,60.219284971561386,186.60175,0.16375,False,228.84364,56.51532,0.56375,0.0075,typical
185,261260200,train,1,4,2,2068.1186632339163,66.28511369785195,1289.9645,0.96875,True,847.8051,70.51271,0.9975,0.035,physics
187,261260191,train,1,4,2,2060.2429376602922,64.69333163554177,92.523834,0.01,False,136.85359,69.400185,0.0325,0.0325,typical
188,261260192,train,1,4,2,2062.3654544286833,66.32975121545711,121.32509,0.02625,False,181.25668,68.73914,0.2675,0.03,typical
189,261257529,train,1,4,2,2054.4053108917187,69.90408883001275,124.828156,0.0325,False,139.02362,159.65186,0.03875,0.33875,typical
191,261257543,train,1,4,2,2051.361148616693,61.086581306256456,102.937836,0.0125,False,162.95374,169.33043,0.135,0.38125,typical
193,261257540,train,1,4,2,2049.638291700923,60.49145683475742,126.76989,0.03625,False,160.44348,148.89581,0.11875,0.29,typical
196,261257526,train,1,4,2,2050.728600202049,67.6489540643395,140.72331,0.06625,False,217.5183,190.58922,0.49625,0.46,typical
199,261260175,train,1,4,2,2055.971290228932,75.48151066669746,194.64236,0.19,False,145.25801,159.67221,0.055,0.34125,typical
203,261260162,train,1,4,2,2049.368871116091,79.66432637434835,189.61006,0.1775,False,163.34427,146.42807,0.13875,0.28125,typical
209,261257511,train,1,4,2,2039.0415101387255,70.30450568212956,398.14474,0.59875,False,247.34827,167.20561,0.66625,0.37875,typical
210,261239073,train,1,4,2,2034.6166941937158,67.54245113942639,230.35847,0.27375,False,287.58255,249.0006,0.8325,0.7375,typical
211,261257495,train,1,4,2,2031.2396003357428,76.16169055882123,137.77763,0.06125,False,332.49936,210.30374,0.91375,0.58375,typical
214,261239088,train,1,4,2,2037.7890524101413,59.95437927461679,395.05597,0.595,False,1451.6149,177.50362,1.0,0.4125,physics
215,261236426,train,1,4,2,2029.710385308482,53.55097072662051,160.33388,0.11,False,332.1449,255.00937,0.91125,0.77125,typical
217,261239082,train,1,4,2,2031.9724368129664,56.89416326596088,103.3749,0.01375,False,236.28033,219.38193,0.60875,0.625,typical
219,261239081,train,1,4,2,2030.5989346610404,56.32565004049467,186.45831,0.1625,False,244.03403,247.33096,0.65375,0.72875,typical
220,261239083,train,1,4,2,2037.4707268534387,62.3132867426643,177.60043,0.15,False,399.16785,205.50215,0.9575,0.5525,physics
221,261236413,train,1,4,2,2025.9692174136787,58.23574812092738,91.63167,0.0075,False,188.68883,310.06918,0.3125,0.89125,typical
224,261239067,train,1,4,2,2024.020367391116,62.59633067281076,123.989105,0.02875,False,262.2869,272.1088,0.74125,0.82125,typical
225,261236409,train,1,4,2,2020.011134802713,54.46572770911164,70.45028,0.00125,False,166.54974,187.62329,0.1625,0.445,typical
228,261236408,train,1,4,2,2016.6868425280313,50.918571515101725,462.7241,0.69,False,287.83255,157.9404,0.83375,0.3325,typical
230,261236391,train,1,4,2,2018.6800914028909,63.25863002168763,176.41927,0.145,False,172.16452,226.57051,0.205,0.6625,typical
235,261239054,train,1,4,2,2021.9540347709303,69.7042384861343,111.91006,0.0175,False,192.4777,205.17531,0.3325,0.5475,typical
238,261239053,train,1,4,2,2021.1322642981102,69.99848919089163,90.44623,0.00625,False,161.93271,203.90073,0.13,0.54,typical
240,261239045,train,1,4,2,2019.352864597961,70.63537136964298,77.98274,0.0025,False,148.38213,210.54437,0.07,0.585,typical
241,261239044,train,1,4,2,2019.9812375097642,71.54851668091001,96.91626,0.01125,False,160.60669,202.94469,0.12125,0.5325,typical
243,261236380,train,1,4,2,2014.3010096052153,68.76618681451748,364.05884,0.55375,False,236.34952,189.32542,0.6125,0.455,typical
247,261239028,train,1,4,2,2013.1284642963856,76.62282076017158,319.6817,0.49,False,167.30887,139.64847,0.17,0.25125,typical
249,261236384,train,1,4,2,2016.488857470402,65.16974803184728,605.85443,0.81375,False,156.40196,207.69493,0.1025,0.5625,typical
251,261236375,train,1,4,2,2005.619529763008,62.61308890367538,157.16295,0.10125,False,223.89265,242.54318,0.5325,0.7125,typical
255,261206847,train,1,4,2,2038.7770580041033,22.12634538957326,199.38501,0.19875,False,243.2662,106.092094,0.6475,0.12875,typical
258,261204442,train,1,4,2,2029.1583738653435,19.393232013911415,226.25905,0.2675,False,193.80418,124.796394,0.3425,0.1925,typical
263,261204430,train,1,4,2,2022.1819414230517,19.501842272693168,207.12782,0.2225,False,345.81067,47.653328,0.93125,0.00125,typical
266,261204418,train,1,4,2,2016.6618196914221,24.112384395610306,165.975,0.12375,False,256.8598,101.121895,0.70875,0.10375,typical
269,261204415,train,1,4,2,2013.636964671207,23.40892646770431,163.19948,0.11875,False,280.4263,178.93263,0.80625,0.41625,typical
273,261204396,train,1,4,2,2010.4181441273124,30.56483651546125,475.0284,0.705,False,401.503,197.35568,0.95875,0.50125,physics
274,261204392,train,1,4,2,2004.0200376207088,26.676860087098916,217.11226,0.24625,False,160.6811,112.5048,0.1225,0.14375,typical
277,261206807,train,1,4,2,2016.9934950435995,41.90692889994711,150.63828,0.08625,False,225.52202,94.682976,0.54375,0.08375,typical
278,261204383,train,1,4,2,2009.497393602916,38.88168165068392,632.4372,0.83,False,382.08246,61.779297,0.95,0.015,physics
279,261204382,train,1,4,2,2008.641228459007,39.43766106335548,359.84796,0.5525,False,333.1694,48.409763,0.915,0.00375,typical
280,261204380,train,1,4,2,2005.2376831164488,40.873925143521205,279.50787,0.385,False,169.82808,96.87767,0.1925,0.08625,typical
281,261204371,train,1,4,2,2003.5134989287137,42.897049144851216,438.19232,0.6625,False,256.36142,80.11158,0.7075,0.0525,typical
284,261204401,train,1,4,2,2013.7843708481882,31.655538569218546,240.80919,0.30125,False,294.6837,315.2242,0.85,0.895,typical
285,261204394,train,1,4,2,2008.3628590616252,30.611757968487993,187.66495,0.1675,False,402.73807,196.94922,0.96,0.5,physics
289,261204375,train,1,4,2,1997.3752961044538,34.02861221828529,232.3503,0.2775,False,202.31593,209.7337,0.4025,0.5775,typical
292,261204363,train,1,4,2,1997.0986418078348,40.589756738884105,124.78078,0.03125,False,160.9371,151.37698,0.125,0.3025,typical
293,261204367,train,1,4,2,1998.1883912248004,40.250678261710945,134.86865,0.04875,False,148.9948,134.39064,0.0725,0.23125,typical
296,261156502,train,1,4,2,1989.3328735538091,38.57016705893555,143.0084,0.07125,False,185.5204,183.14987,0.2925,0.4275,typical
297,261156546,train,1,4,2,2007.1143425823843,19.653132372817325,401.5163,0.60375,False,240.72348,108.19838,0.635,0.1325,typical
298,261156544,train,1,4,2,2006.1931466071971,20.467036213291326,205.87642,0.21625,False,173.53087,98.96198,0.21125,0.0975,typical
300,261156541,train,1,4,2,2001.079396048286,17.607751940344688,272.85638,0.365,False,163.37082,179.77681,0.14125,0.4175,typical
302,261156539,train,1,4,2,2003.0668736706825,22.59823973917722,255.36395,0.33625,False,156.55421,115.698296,0.10375,0.16,typical
303,261156529,train,1,4,2,1994.08402479347,21.62243461051004,277.22134,0.375,False,173.81607,112.79597,0.21375,0.145,typical
311,392026016,train,1,4,2,1986.042035796589,10.261441424312286,402.1968,0.605,False,163.36363,194.32463,0.14,0.4775,typical
314,392026007,train,1,4,2,1987.1918046385913,21.356049991718116,1203.1097,0.955,True,745.88025,187.66986,0.99375,0.44625,physics
316,261156511,train,1,4,2,1985.3741639288753,26.681412927580066,155.03294,0.095,False,168.73738,174.91556,0.1825,0.40375,typical
318,261156498,train,1,4,2,1979.4015431419693,30.021394650244304,196.0912,0.195,False,181.13293,277.65656,0.265,0.83125,typical
326,261156482,train,1,4,2,1979.4323458609656,38.67049099835212,162.50536,0.11625,False,169.62003,195.78331,0.19,0.49,typical
327,261156475,train,1,4,2,1974.2101437910364,36.69518714076975,205.97388,0.21875,False,198.49759,378.90176,0.37125,0.935,typical
328,392025997,train,1,4,2,1979.0057099339808,26.473842707752464,345.98697,0.53,False,170.22755,248.51357,0.195,0.73375,typical
330,392025991,train,1,4,2,1977.6375030654744,29.623277115730893,313.63165,0.4675,False,189.99171,277.3327,0.32,0.83,typical
331,392025988,train,1,4,2,1973.1162882094675,28.366898419464313,249.19849,0.32125,False,187.23871,284.84256,0.305,0.84125,typical
337,261206777,train,1,4,2,1998.3133383828215,52.09018867783208,128.50403,0.0375,False,148.91704,298.75128,0.07125,0.87125,typical
339,261204347,train,1,4,2,1993.6876008699521,53.217362172343016,233.13156,0.2825,False,149.15576,286.96353,0.07375,0.84875,typical
341,261204335,train,1,4,2,1984.3828540987258,46.99100860806996,220.93214,0.2525,False,165.07082,164.56825,0.155,0.36375,typical
343,261204338,train,1,4,2,1987.7467600083974,49.85576223271786,151.90428,0.09,False,197.70079,205.29948,0.36625,0.55,typical
345,261204331,train,1,4,2,1983.2475038385037,49.48039268612683,258.56497,0.34,False,260.78488,214.19818,0.73125,0.60375,typical
346,261204330,train,1,4,2,1983.1562037135195,49.96842462620656,165.1221,0.12125,False,220.86264,220.49864,0.51875,0.63625,typical
347,261204324,train,1,4,2,1980.8257460080824,51.16013809295764,238.58316,0.2925,False,209.32352,186.56851,0.445,0.43875,typical
349,261206757,train,1,4,2,1993.4130326291738,62.73775984323131,304.74225,0.445,False,254.24028,359.0703,0.69875,0.92375,typical
350,261206763,train,1,4,2,1993.6171515067138,58.750790729669674,301.35522,0.44125,False,157.90944,390.4017,0.10875,0.9425,typical
351,261206756,train,1,4,2,1988.8972253311308,57.84517481116915,223.16963,0.2625,False,201.10287,369.23486,0.39,0.93375,typical
361,261204294,train,1,4,2,1972.6880384259002,61.57225773383031,356.38934,0.545,False,537.3658,470.9829,0.985,0.97125,both
365,261204285,train,1,4,2,1966.3107964594708,64.98561754593622,384.8869,0.58,False,309.3816,308.66757,0.88,0.8875,typical
366,261156481,train,1,4,2,1981.2307121328085,41.77271954715563,679.37036,0.855,False,220.6465,186.62242,0.51625,0.44,typical
368,261156488,train,1,4,2,1983.0097580862544,40.87423030833125,116.60864,0.02125,False,211.45781,175.91862,0.46,0.4075,typical
369,261156480,train,1,4,2,1981.441582024369,42.03545076970815,673.70984,0.8525,False,166.52805,164.96927,0.16125,0.36875,typical
370,261156474,train,1,4,2,1978.6313057907475,43.88367895398368,240.48517,0.29875,False,195.30809,164.048,0.3525,0.36125,typical
373,261156464,train,1,4,2,1969.6824478476574,41.135632619848394,188.82948,0.17375,False,217.08444,418.99115,0.4925,0.95875,instrument
375,261156447,train,1,4,2,1964.6241334013675,46.119272106975004,280.7491,0.39,False,306.22174,458.36462,0.87125,0.96875,instrument
376,261156443,train,1,4,2,1964.384659396907,50.64919929246442,323.90408,0.5,False,316.5728,483.85516,0.8925,0.975,instrument
378,392025977,train,1,4,2,1969.1087431716703,37.240277699502855,218.88632,0.2475,False,170.80867,415.85544,0.2,0.9575,instrument
380,392025965,train,1,4,2,1955.7757863315826,38.056400971746015,219.59602,0.25,False,253.60365,234.53531,0.6925,0.68875,typical
381,392025962,train,1,4,2,1959.3832370706027,43.56137525697409,298.0373,0.4325,False,260.63235,358.18307,0.73,0.9225,typical
384,392025956,train,1,4,2,1955.0737947453406,46.30072332706493,556.1491,0.78375,False,407.7246,384.60583,0.9625,0.9375,physics
386,392025953,train,1,4,2,1954.2449370274535,47.427625895651914,1123.4768,0.94,False,303.51657,363.7803,0.8675,0.92875,typical
390,261156446,train,1,4,2,1971.2295577895954,54.87590074299455,315.76816,0.47125,False,338.49673,541.6859,0.92,0.98625,instrument
392,261156442,train,1,4,2,1967.5073335136121,54.32630478176343,327.84824,0.50875,False,459.6145,406.0974,0.97375,0.94875,physics
395,261156428,train,1,4,2,1964.2488850777484,60.26590458360913,247.16771,0.31625,False,296.616,289.73505,0.855,0.85375,typical
396,261204279,train,1,4,2,1962.5228659974805,63.694923870580055,1073.8221,0.9325,False,295.22543,124.324875,0.85125,0.1875,typical
401,392025936,train,1,4,2,1949.5463861871826,49.75233858200831,327.405,0.5075,False,288.3498,251.88199,0.83625,0.75625,typical
404,392025916,train,1,4,2,1939.8553259307027,55.39172711726387,479.89017,0.7075,False,175.38557,216.46555,0.2225,0.61,typical
405,724112617,train,1,4,2,1978.601495948366,2.6759134522234547,511.08722,0.73875,False,152.06207,197.98636,0.085,0.505,typical
409,392013461,train,1,4,2,1964.8863664266992,10.199942458691877,357.27652,0.54625,False,163.85988,194.98499,0.14625,0.4825,typical
415,261139874,train,1,4,2,1956.1886165665092,3.004491299865916,586.6506,0.8025,False,154.87502,194.49065,0.0975,0.48,typical
419,261139855,train,1,4,2,1946.9912604838196,8.848389197811434,454.57346,0.68125,False,161.21704,190.62373,0.1275,0.46125,typical
421,392013449,train,1,4,2,1964.5503947263308,21.871988899361348,347.70428,0.5325,False,186.46251,238.25766,0.30125,0.70125,typical
425,392013441,train,1,4,2,1959.2754955861656,20.8667523849847,318.90253,0.485,False,176.66411,251.45348,0.235,0.75125,typical
427,392013431,train,1,4,2,1956.126950957203,25.20221492335369,297.8197,0.43,False,220.70741,251.82697,0.5175,0.755,typical
428,392013427,train,1,4,2,1955.1779818706295,26.606300944869073,310.69733,0.4625,False,180.90318,251.03847,0.26375,0.7475,typical
430,261139844,train,1,4,2,1942.9054527184724,14.974279132084904,318.7704,0.48375,False,210.96846,186.01123,0.45375,0.4375,typical
432,261139831,train,1,4,2,1940.4422723948496,25.240857568719573,184.91846,0.16,False,222.20009,196.10867,0.52375,0.495,typical
435,261139824,train,1,4,2,1933.5935584005001,21.352838976970386,187.32639,0.16625,False,290.34595,224.23848,0.83875,0.655,typical
436,261139852,train,1,4,2,1943.967777812517,6.03371000646123,562.74896,0.78625,False,180.57292,208.10138,0.26,0.56625,typical
437,261137462,train,1,4,2,1940.9275016606514,7.510249510974608,524.5776,0.75625,False,210.87392,200.40273,0.4525,0.5175,typical
439,261137451,train,1,4,2,1935.860989623279,9.424476518129149,489.91724,0.71125,False,206.74802,203.16191,0.42875,0.53375,typical
446,261137431,train,1,4,2,1923.9825746121685,20.391379233473092,223.12006,0.26125,False,219.04314,202.8718,0.50875,0.53125,typical
450,261137418,train,1,4,2,1912.6493625206806,17.06944369165813,396.55878,0.5975,False,244.52577,110.746185,0.65875,0.14125,typical
455,261108847,train,1,4,2,1904.6490150888071,14.948142385970177,255.96004,0.33875,False,262.60538,146.18066,0.74375,0.2775,typical
456,261108834,train,1,4,2,1900.919340609567,17.28606471589839,563.95,0.78875,False,261.6392,136.04616,0.73375,0.2375,typical
457,392013419,train,1,4,2,1954.026733817386,33.49280022542206,200.78769,0.2025,False,182.899,171.47562,0.28,0.39125,typical
460,392025941,train,1,4,2,1945.6660380566402,41.71945792533499,274.00912,0.3675,False,324.5379,234.99808,0.905,0.69125,typical
464,392013394,train,1,4,2,1940.0784275181438,40.063842651418916,391.11642,0.59125,False,389.68076,253.95244,0.955,0.76625,physics
468,392013395,train,1,4,2,1935.6149502518495,33.077693637970384,324.1267,0.50125,False,231.77258,415.1012,0.5775,0.95625,instrument
478,261139779,train,1,4,2,1919.5604758671338,39.52131789774069,536.8011,0.77125,False,204.64322,409.57736,0.415,0.95375,instrument
479,261139776,train,1,4,2,1919.7234697504477,40.56999783386338,518.48175,0.74875,False,187.37852,399.42834,0.30625,0.945,typical
484,392013375,train,1,4,2,1927.6059439726444,49.257619481293325,529.4743,0.76,False,164.3836,213.41019,0.15125,0.6,typical
486,392025903,train,1,4,2,1927.4150516175291,57.789635135666586,538.6143,0.775,False,137.36603,243.25072,0.035,0.715,typical
487,392013362,train,1,4,2,1922.3589492200508,55.8998369179375,513.47504,0.74375,False,136.23991,247.81198,0.03,0.73125,typical
491,392013373,train,1,4,2,1924.9044422489753,47.05879573368319,551.39355,0.78125,False,185.90408,341.98682,0.2975,0.91375,typical
492,261139771,train,1,4,2,1915.1458075221217,41.75200649170892,513.137,0.7425,False,185.21635,395.27805,0.2875,0.94375,typical
495,261139755,train,1,4,2,1906.0699927255991,50.6119189196802,504.50354,0.72625,False,139.36615,213.50052,0.04125,0.60125,typical
498,261137417,train,1,4,2,1917.2139716458469,27.834471184157625,213.55276,0.23375,False,269.7401,203.73419,0.7675,0.53625,typical
499,261139788,train,1,4,2,1916.5504234044558,28.70259992086988,316.23798,0.47375,False,244.00456,225.08409,0.6525,0.6575,typical
500,261137412,train,1,4,2,1913.7271892312574,26.01422770674657,240.44496,0.2975,False,343.7715,172.01968,0.92625,0.39375,typical
501,261137407,train,1,4,2,1911.2574671396071,29.346139329861362,689.4431,0.8575,False,222.97371,280.32825,0.52625,0.835,typical
502,261137408,train,1,4,2,1911.7909143611566,28.909716180338993,319.44366,0.4875,False,272.35266,329.26385,0.785,0.90625,typical
507,261108823,train,1,4,2,1898.0803392476687,24.522080356714298,520.4412,0.7525,False,278.15915,213.14386,0.795,0.5975,typical
508,261137398,train,1,4,2,1901.9372197819926,24.025647120000777,447.83,0.67625,False,293.30994,191.65668,0.84375,0.4675,typical
512,261137386,train,1,4,2,1901.4514007741707,36.48050745603747,546.568,0.77875,False,167.56734,240.95488,0.17375,0.70875,typical
514,261139752,train,1,4,2,1902.8777316419653,47.29366902130818,530.98645,0.7625,False,141.15552,221.56505,0.04875,0.64125,typical
515,261137366,train,1,4,2,1892.4061350194568,39.263668061486094,412.91998,0.62125,False,175.92761,184.84094,0.22625,0.4325,typical
517,261137368,train,1,4,2,1891.8806031727859,38.082842333729374,449.9955,0.6775,False,197.20418,188.09067,0.3625,0.45,typical
518,261137370,train,1,4,2,1892.6395818970952,37.94334727218164,461.23938,0.6875,False,172.32022,192.43336,0.2075,0.47,typical
519,261137362,train,1,4,2,1889.0755129136467,38.76944669869689,263.60587,0.34875,False,243.02455,195.86871,0.645,0.4925,typical
520,261137359,train,1,4,2,1888.1375752482604,39.86767577367229,333.01114,0.51625,False,227.73564,201.001,0.5575,0.52125,typical
522,261108794,train,1,4,2,1884.3634632344924,35.87489904990137,445.32553,0.67125,False,146.4107,153.95721,0.0625,0.3125,typical
523,724114390,train,1,4,2,1881.2561484251933,38.039138655628776,441.5887,0.66625,False,154.09923,166.98587,0.09375,0.37625,typical
525,261137348,train,1,4,2,1880.7566663530515,40.12874764407875,374.43384,0.5675,False,151.32935,201.89268,0.0825,0.5275,typical
530,261108852,train,1,4,2,1903.3646182375237,8.37920440975942,428.4767,0.645,False,255.26904,258.84973,0.705,0.7825,typical
531,261106493,train,1,4,2,1895.3677193669778,8.164432795383874,386.3883,0.5825,False,234.66078,289.74335,0.5975,0.855,typical
532,261108835,train,1,4,2,1896.9735083729895,11.845428291518061,319.33807,0.48625,False,223.29709,163.30261,0.53,0.35625,typical
534,261108829,train,1,4,2,1895.624787352747,16.973580597259968,839.9963,0.87625,False,324.48,117.68324,0.90375,0.1675,typical
536,261106488,train,1,4,2,1890.6476836650706,9.785633726171708,288.93805,0.40875,False,197.55042,240.46939,0.36375,0.70625,typical
538,261108819,train,1,4,2,1888.7026558427867,14.869303991166513,178.73546,0.1525,False,201.15555,93.87271,0.39125,0.08125,typical
542,261091836,train,1,4,2,1874.864476558229,4.79014654556069,170.39134,0.12625,False,249.07948,269.16296,0.67875,0.8125,typical
543,261091833,train,1,4,2,1874.9158635630822,6.118372043768703,124.980415,0.03375,False,220.43695,210.06152,0.51375,0.5825,typical
545,261091817,train,1,4,2,1860.7963607830407,4.325164630687761,147.70386,0.0825,False,222.92488,354.14325,0.525,0.92125,typical
546,261091813,train,1,4,2,1858.371639371579,4.267024344168831,248.79236,0.32,False,230.74394,361.4837,0.5725,0.9275,typical
548,261108817,train,1,4,2,1891.8700483464227,21.130501274552167,232.47171,0.28,False,249.88892,164.79584,0.6825,0.36625,typical
549,261108811,train,1,4,2,1891.2261663333013,23.677298826909254,427.3551,0.6425,False,236.90082,123.89136,0.61625,0.1825,typical
552,261108798,train,1,4,2,1882.9679662849858,30.128784071680524,358.85736,0.54875,False,179.96838,233.79547,0.2575,0.685,typical
555,261106468,train,1,4,2,1877.5014993731745,17.473483009081026,465.2637,0.69875,False,243.10869,103.70008,0.64625,0.11625,typical
556,261106467,train,1,4,2,1878.789114177214,19.76083110188395,348.66153,0.535,False,223.24068,82.345215,0.52875,0.0575,typical
559,261108795,train,1,4,2,1881.6913823352072,31.794135805286288,278.1284,0.3775,False,247.64825,235.63527,0.67,0.695,typical
560,261108788,train,1,4,2,1879.2276129560273,31.773677238429315,413.47745,0.62375,False,145.6167,193.31053,0.05625,0.4725,typical
562,261108785,train,1,4,2,1874.3129494298098,28.517111473747974,317.8755,0.48,False,170.73787,177.00224,0.19875,0.41125,typical
564,261108766,train,1,4,2,1867.3478509922622,33.531758668101205,190.41682,0.18,False,166.70158,138.11667,0.16625,0.2425,typical
567,261108773,train,1,4,2,1874.1420871239718,37.50020741734726,221.99684,0.25625,False,167.05566,243.65158,0.1675,0.7175,typical
568,261108768,train,1,4,2,1872.5724334586719,39.64806823763801,178.46559,0.15125,False,178.01936,251.5737,0.2425,0.7525,typical
569,261108758,train,1,4,2,1867.918537208641,41.995377787688156,248.19232,0.31875,False,197.08907,235.50906,0.36,0.69375,typical
571,261106445,train,1,4,2,1864.7229560231635,25.97837545418591,262.39474,0.34625,False,235.98709,123.14903,0.605,0.18,typical
575,261106431,train,1,4,2,1860.7754766747385,35.16678460406549,400.87354,0.6025,False,203.7807,281.57452,0.40875,0.8375,typical
576,261106427,train,1,4,2,1857.375447715466,33.319659626366125,497.2806,0.71875,False,199.18689,200.764,0.37625,0.51875,typical
577,261106422,train,1,4,2,1857.2452868737842,39.09504259559163,627.51605,0.825,False,247.49576,329.4907,0.66875,0.9075,typical
578,261106413,train,1,4,2,1848.5671133443639,32.785001986021896,1901.3666,0.9825,True,225.19044,97.850464,0.54,0.095,typical
580,261106407,train,1,4,2,1848.4774049951004,36.743239737967755,927.59973,0.89875,False,269.8417,195.10036,0.76875,0.485,typical
585,261091797,train,1,4,2,1854.4820727251351,18.249695425037483,813.29706,0.87125,False,278.41275,188.61159,0.7975,0.4525,typical
586,261091804,train,1,4,2,1855.3266202973703,15.446726201997729,635.17786,0.8325,False,303.32144,304.92365,0.86625,0.88,typical
591,261091806,train,1,4,2,1852.1927346053303,10.354301039007145,987.2869,0.91125,False,250.83308,330.5941,0.68625,0.91,typical
593,261089363,train,1,4,2,1842.8674301910391,7.817369469922836,754.4252,0.865,False,248.82344,294.38858,0.67625,0.86375,typical
594,261089345,train,1,4,2,1837.0306495219538,14.32817927378732,1064.5868,0.93125,False,204.55066,159.65842,0.41375,0.34,typical
597,261091780,train,1,4,2,1847.64355303628,26.31361442220378,1161.8082,0.945,False,209.67384,96.88184,0.4475,0.0875,typical
598,261091782,train,1,4,2,1845.564318138563,20.541317225052527,968.55865,0.905,False,267.52194,128.05252,0.76,0.20875,typical
599,261091778,train,1,4,2,1842.5991756059827,20.674509231863393,1202.77,0.95375,True,191.06845,132.05698,0.32375,0.2225,typical
600,261091769,train,1,4,2,1839.5422215760534,25.599749175258506,949.9055,0.9025,False,211.59325,93.61519,0.46125,0.08,typical
601,261106417,train,1,4,2,1847.3175551351499,29.04085986689913,1683.453,0.98125,True,198.23436,74.39538,0.37,0.0425,typical
602,261106402,train,1,4,2,1844.3484986950498,35.12415017992648,860.7171,0.87875,False,221.49742,121.045204,0.5225,0.17375,typical
603,261091757,train,1,4,2,1837.3407573451382,30.363656776084213,416.64783,0.6275,False,147.95058,143.86436,0.0675,0.26625,typical
604,261091751,train,1,4,2,1836.244125414387,33.7993249929591,1228.8055,0.95875,True,240.73418,108.26376,0.63625,0.13375,typical
605,261091750,train,1,4,2,1833.8848595742593,30.785530712613216,1004.04486,0.91625,False,153.43858,135.62978,0.09,0.2325,typical
608,261091764,train,1,4,2,1834.332011563269,20.876335721811955,511.08838,0.74,False,213.76993,130.5791,0.4675,0.2175,typical
610,261091755,train,1,4,2,1831.3515442756257,23.90589893007275,1156.1072,0.94375,False,178.6167,162.30443,0.2475,0.35125,typical
612,261091749,train,1,4,2,1830.2424373858619,26.200884583722903,285.93433,0.39875,False,194.4034,149.76416,0.345,0.29375,typical
613,261091743,train,1,4,2,1828.1345252109022,29.50241448464009,898.34296,0.89125,False,233.53632,129.6943,0.58875,0.2125,typical
614,261091738,train,1,4,2,1825.7688393227556,30.389571058658248,571.662,0.7925,False,264.18713,104.21243,0.74875,0.12,typical
617,261089365,train,1,4,2,1840.6870699695494,3.002954721338078,414.85132,0.62625,False,227.60849,288.0488,0.55625,0.85125,typical
620,261089338,train,1,4,2,1832.447930946091,10.49885706273553,984.71606,0.90875,False,259.9873,132.45221,0.72625,0.22625,typical
621,261089339,train,1,4,2,1832.836283563857,10.491400956098772,720.1838,0.86125,False,255.37784,132.11348,0.70625,0.22375,typical
636,261063083,train,1,4,2,1807.5309627516292,12.699307650648192,1194.8031,0.95125,True,230.84976,269.87097,0.57375,0.815,typical
637,261063077,train,1,4,2,1803.8436414267744,14.978438934683858,505.09985,0.7275,False,309.3058,152.67455,0.87875,0.3075,typical
638,261063078,train,1,4,2,1804.797101810665,16.273860814071107,518.727,0.75,False,204.1772,158.86237,0.41125,0.33625,typical
639,261063072,train,1,4,2,1800.5211903408197,14.734298755951118,1037.0243,0.92875,False,186.14236,109.193146,0.29875,0.1375,typical
641,261063069,train,1,4,2,1797.153223943723,12.596532678924847,848.46375,0.8775,False,199.91528,154.72571,0.3825,0.31625,typical
642,261063070,train,1,4,2,1802.232743806992,19.01579464929664,461.49915,0.68875,False,257.2196,166.78688,0.7175,0.37375,typical
644,261063057,train,1,4,2,1798.0298089383239,21.809581038451338,379.97107,0.57625,False,208.77576,160.6531,0.44125,0.3475,typical
646,261063062,train,1,4,2,1794.4831113159958,14.345056143826874,657.85364,0.845,False,215.68678,141.68027,0.47875,0.25875,typical
651,261060787,train,1,4,2,1793.8542956850742,4.584888951381512,284.4557,0.395,False,189.52835,179.90138,0.31625,0.41875,typical
657,261060768,train,1,4,2,1789.0946365757704,16.274897606411734,321.44223,0.49625,False,197.17378,191.1755,0.36125,0.46625,typical
659,261060763,train,1,4,2,1785.0322263624969,13.562701109079194,310.6497,0.46125,False,192.47046,255.9461,0.33125,0.775,typical
660,392011090,train,1,4,2,1779.2068301351462,2.5833395180971803,214.81921,0.23625,False,173.14359,251.65225,0.20875,0.75375,typical
662,261060765,train,1,4,2,1780.3647245027635,6.337269121969252,252.8075,0.33125,False,189.4936,250.85068,0.315,0.74625,typical
665,392011088,train,1,4,2,1780.6726922501327,4.956749535847114,278.23996,0.37875,False,192.87335,249.86284,0.335,0.74,typical
667,392011072,train,1,4,2,1772.642654907218,3.5340491888073244,270.32642,0.3575,False,182.57317,258.10352,0.27625,0.78125,typical
668,392011068,train,1,4,2,1769.099998484193,3.242509202460727,174.352,0.14,False,176.97641,215.79327,0.23625,0.6075,typical
677,261260136,train,1,4,2,2041.6687283926246,89.40389857913118,147.1428,0.08,False,195.04955,257.03592,0.34875,0.7775,typical
680,261260133,train,1,4,2,2042.7917586369244,92.38058255721764,188.6896,0.17125,False,169.20158,267.54538,0.1875,0.805,typical
683,261260127,train,1,4,2,2036.1442433007178,90.64294682637617,192.89488,0.1875,False,250.58305,250.64807,0.685,0.74375,typical
686,261257472,train,1,4,2,2027.5038785050747,95.31221478758026,277.81863,0.37625,False,250.42793,210.01901,0.68375,0.58,typical
689,261257483,train,1,4,2,2030.3920752403494,87.48176321992412,118.84337,0.0225,False,307.80292,285.05603,0.87625,0.84375,typical
693,261257461,train,1,4,2,2018.724742581235,93.92163322120267,128.71681,0.04125,False,174.16516,169.66182,0.21625,0.38375,typical
