epoch,train_loss,val_loss,seconds
0,0.2465465569868684,0.17534011229872704,3.24
1,0.11804328765720129,0.14891028665006162,3.1
2,0.08776780059561133,0.13410976119339466,3.14
3,0.07999777654185891,0.13547695018351077,3.16
4,0.06789427855983377,0.1395341321825981,3.15
5,0.05988597813993692,0.13610348328948021,3.11
6,0.05551760774105787,0.13728299103677272,3.28
7,0.048546630423516035,0.1400556493550539,3.19
