epoch,train_total,train_reconstruction,train_sector_consistency,val_total,val_reconstruction,val_sector_consistency,val_visible_reconstruction,seconds,wall_minutes
0,0.20953073114156723,0.20858870610594749,0.018840489219874145,0.14844973206520082,0.14771852612495423,0.014624123573303222,0.1541640305519104,121.1,2.02
1,0.11254783973097801,0.1117460048943758,0.016036695167422295,0.11385996878147125,0.11276971399784089,0.02180506765842438,0.12515122532844544,115.26,3.95
2,0.08518198620527982,0.08422447614371777,0.01915020152926445,0.10090496093034744,0.0996721962094307,0.024655339121818543,0.11077534645795822,120.68,5.96
3,0.07297956731170416,0.07215832989662886,0.016424751132726668,0.09152768433094025,0.0907493981719017,0.01556571364402771,0.09890324413776398,121.61,7.99
4,0.0669983198493719,0.06628589291125536,0.014248539619147777,0.09043356746435166,0.08960642337799073,0.016542851328849792,0.09842405408620834,121.42,10.01
5,0.05903048411011696,0.05836039714515209,0.013401736319065095,0.08708335846662521,0.08632354438304901,0.015196300745010376,0.09148889511823655,121.9,12.04
6,0.05072894558310509,0.050138776507228616,0.011803384479135275,0.08416644334793091,0.08356544256210327,0.012020028233528136,0.09390045940876007,119.84,14.04
7,0.04952230079099536,0.0489400776848197,0.011644465439021588,0.08674416452646255,0.08613060578703881,0.012271235585212708,0.08947623163461685,117.23,16.0
